date,exchange,FG,ZC,TA,PM,CF,WH,SR,RI,OI,MA,JR,RM,LR,SM,SF,WS,WT,RO,ER,ME,GN,RS,TC,CY,AP,al,fu,cu,zn,pb,bu,sn,ni,ru,au,ag,rb,hc,wr,sc,IF,TF,T,IC,IH,TS,p,v,jd,l,pp,fb,bb,i,j,jm,c,a,b,m,y,cs,s
2017-02-27,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1705,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1705,A1705,B1705,M1705,Y1705,CS1705,
2017-02-28,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1705,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1705,A1705,B1705,M1705,Y1705,CS1705,
2017-03-01,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1705,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1705,A1705,B1705,M1705,Y1705,CS1705,
2017-03-02,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1705,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1705,A1705,B1705,M1705,Y1705,CS1705,
2017-03-03,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1705,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1705,A1705,B1705,M1705,Y1705,CS1705,
2017-03-06,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1705,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1705,A1705,B1705,M1705,Y1705,CS1705,
2017-03-07,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1705,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1705,A1705,B1705,M1705,Y1705,CS1705,
2017-03-08,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1705,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1705,A1705,B1705,M1705,Y1705,CS1705,
2017-03-09,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1705,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1705,A1705,B1705,M1705,Y1705,CS1705,
2017-03-10,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1705,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1705,A1705,B1705,M1705,Y1705,CS1705,
2017-03-13,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1709,A1705,B1705,M1705,Y1705,CS1705,
2017-03-14,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1709,A1705,B1705,M1705,Y1705,CS1705,
2017-03-15,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1703,I1705,J1705,JM1705,C1709,A1705,B1705,M1705,Y1705,CS1705,
2017-03-16,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1705,J1705,JM1705,C1709,A1705,B1705,M1705,Y1705,CS1705,
2017-03-17,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1705,J1705,JM1705,C1709,A1705,B1705,M1705,Y1705,CS1705,
2017-03-20,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1705,J1705,JM1705,C1709,A1705,B1711,M1709,Y1705,CS1705,
2017-03-21,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1705,J1705,JM1705,C1709,A1705,B1711,M1709,Y1705,CS1705,
2017-03-22,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1705,J1705,JM1705,C1709,A1705,B1711,M1709,Y1709,CS1705,
2017-03-23,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1709,J1705,JM1705,C1709,A1705,B1711,M1709,Y1709,CS1709,
2017-03-24,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1709,J1705,JM1705,C1709,A1705,B1711,M1709,Y1709,CS1709,
2017-03-27,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1709,J1705,JM1705,C1709,A1709,B1711,M1709,Y1709,CS1709,
2017-03-28,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1709,J1705,JM1705,C1709,A1709,B1711,M1709,Y1709,CS1709,
2017-03-29,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1709,J1705,JM1705,C1709,A1709,B1711,M1709,Y1709,CS1709,
2017-03-30,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1709,J1705,JM1705,C1709,A1709,B1711,M1709,Y1709,CS1709,
2017-03-31,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1709,J1705,JM1705,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-05,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1704,I1709,J1709,JM1709,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-06,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-07,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1705,JD1705,L1705,PP1705,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-10,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1705,L1709,PP1705,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-11,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1705,L1709,PP1705,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-12,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1705,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-13,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-14,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-17,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-18,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1801,M1709,Y1709,CS1709,
2017-04-19,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-04-20,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-04-21,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-04-24,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-04-25,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-04-26,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-04-27,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-04-28,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-05-02,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-05-03,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-05-04,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-05-05,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-05-08,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-05-09,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-05-10,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-05-11,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1707,M1709,Y1709,CS1709,
2017-05-12,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-15,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-16,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1705,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-17,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-18,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-19,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-22,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-23,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-24,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-25,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-26,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-05-31,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1803,M1709,Y1709,CS1709,
2017-06-01,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-02,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-05,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-06,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-07,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-08,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-09,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-12,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-13,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-14,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-15,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-16,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-19,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-20,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-21,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-22,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-23,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1804,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-26,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-27,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-28,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-29,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-06-30,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-03,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-04,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-05,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-06,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-07,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-10,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1709,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-11,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-12,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1709,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-13,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-14,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-17,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-18,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-19,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-20,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-21,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-24,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-25,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-26,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-27,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1709,Y1709,CS1709,
2017-07-28,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1801,Y1709,CS1709,
2017-07-31,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1709,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1801,Y1801,CS1709,
2017-08-01,DCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1801,V1709,JD1709,L1801,PP1709,FB1801,BB1709,I1709,J1709,JM1709,C1709,A1709,B1805,M1801,Y1801,CS1709,
